Name,Transliteral Name,Artist,Composition,Arrangement,Genre,BPM,Length,Beginner Rating,Beginner Note Count,Beginner Charge Notes,SPN Rating,SPN Note Count,SPN Charge Notes,SPN Backspin Scratches,SPN Hell Charge Notes,SPN Hell Backspin Scratches,SPH Rating,SPH Note Count,SPH Charge Notes,SPH Backspin Scratches,SPH Hell Charge Notes,SPH Hell Backspin Scratches,SPA Rating,SPA Note Count,SPA Charge Notes,SPA Backspin Scratches,SPA Hell Charge Notes,SPA Hell Backspin Scratches,SPL Rating,SPL Note Count,SPL Charge Notes,SPL Backspin Scratches,SPL Hell Charge Notes,SPL Hell Backspin Scratches,DPN Rating,DPN Note Count,DPN Charge Notes,DPN Backspin Scratches,DPN Hell Charge Notes,DPN Hell Backspin Scratches,DPH Rating,DPH Note Count,DPH Charge Notes,DPH Backspin Scratches,DPH Hell Charge Notes,DPH Hell Backspin Scratches,DPA Rating,DPA Note Count,DPA Charge Notes,DPA Backspin Scratches,DPA Hell Charge Notes,DPA Hell Backspin Scratches,DPL Rating,DPL Note Count,DPL Charge Notes,DPL Backspin Scratches,DPL Hell Charge Notes,DPL Hell Backspin Scratches,First Music Game Appearance,Other Music Game Appearances,Video Jockey,RemyWiki Link
お命ちょうDAI！901娘,Oinochi chouDAI! 901 musume,DJ SHARPNEL feat. みらい,DJ SHARPNEL,DJ SHARPNEL,演歌ブレイクス (ENKA BREAKS),160,2:00,,,,5,490,,,,,8,810,,,,,10,1177,,,,,,,,,,,5,452,,,,,8,812,,,,,10,1264,,,,,,,,,,,beatmania IIDX 24 SINOBUZ,,? (overlays by VJ GYO),https://remywiki.com/Oinochi_chouDAI!_901_musume
〆,Shime,lapix,lapix,lapix,HiTECH,160,2:05,,,,6,657,,1,,,9,1194,,1,,,12,1877,,1,,,,,,,,,6,665,,1,,,10,1198,,1,,,12,1933,,1,,,,,,,,,beatmania IIDX 24 SINOBUZ,,Hiromitsu Kawasaki (overlays by XTC),https://remywiki.com/Shime
忍恋花,Shinobi renka,黒脛,Qrispy Joybox,Qrispy Joybox,忍歌 (NINKA),189,1:44,,,,5,515,,,,,9,867,,,,,11,1141,,,,,,,,,,,5,508,,,,,9,856,,,,,11,1330,,,,,,,,,,,beatmania IIDX 24 SINOBUZ,,菌類,https://remywiki.com/Shinobi_renka
獅子霞麗ノ舞,Shishikasumu uruwashi no mai,HuΣeR,Aritomo Hamada,Aritomo Hamada,DRAMATIC WALTZ,100,1:59,,,,4,252,,,21,,6,550,,,25,,9,873,,,25,,,,,,,,3,250,,,21,,6,526,,,25,,9,938,,,25,,,,,,,,beatmania IIDX 24 SINOBUZ,,Aono.Y,https://remywiki.com/Shishikasumu_uruwashi_no_mai
津軽雪,Tsugaru setsu,罠師 VS 安室,Konami Amusement (D.J.Amuro),Konami Amusement (D.J.SETUP),MICHINOKU,160,2:10,,,,7,784,13,,,,10,1137,13,,,,12,1953,13,,,,,,,,,,7,844,13,,,,10,1165,13,,,,12,2101,13,,,,,,,,,,beatmania IIDX 24 SINOBUZ,,板垣聖一(IMAGICA) (overlays by NAGI),https://remywiki.com/Tsugaru_setsu
月雪に舞う花のように,Tsukiyuki ni mau hana no youni,猫叉Master,Naoyuki Sato,Naoyuki Sato,FOREST SNOW (フォレストスノウ),70-125,2:16,,,,5,437,9,,,,7,683,16,,,,10,1083,16,,,,,,,,,,5,446,8,,,,8,722,17,,,,10,1053,19,,,,,,,,,,pop'n music 12 いろは CS,"beatmania IIDX 24 SINOBUZ, pop'n music 15 ADVENTURE, ポップンリズミン ポップン和風パック2",lied,https://remywiki.com/Tsukiyuki_ni_mau_hana_no_youni
#MAGiCVLGiRL_TRVP_B3VTZ,MAGiCVLGiRL TRVP B3VTZ,DJ Noriken,DJ Noriken,DJ Noriken,NEON/TWERKCORE,100,1:59,,,,6,588,,,,,9,991,,,,,12,1753,65,,,,,,,,,,6,592,,,,,9,956,,,,,11,1500,,,,,,,,,,,beatmania IIDX 24 SINOBUZ,,Stain,https://remywiki.com/MAGiCVLGiRL_TRVP_B3VTZ
¡Viva!,Viva!,Ryu*,Ryu*,Ryu*,TRIBAL HOUSE,135,1:50,,,,5,487,8,,,,8,817,8,,,,10,1014,8,,,,,,,,,,4,444,,,,,9,838,,,,,11,1206,8,,,,,,,,,,beatmania IIDX 24 SINOBUZ,,KINRUI,https://remywiki.com/Viva!
199024club -Re:BounceKiller-,199024club -Re:BounceKiller-,DJ Mass MAD Izm*,DJ Mass MAD Izm*,DJ Mass MAD Izm*,TECH BREAKBEATS,143,2:04,,,,5,360,,,,,10,873,,,,,12,1260,,,,,,,,,,,5,370,,,,,10,853,,,,,12,1210,,,,,,,,,,,beatmania IIDX 23 copula,,VJ GYO (overlays by NAGI),https://remywiki.com/199024club_-Re:BounceKiller-
Acid Pumper,Acid Pumper,ni-21,ni-21,ni-21,HARD DANCE,150,1:58,,,,4,348,,,53,,9,812,,,112,2,11,1267,,,120,5,,,,,,,5,392,,,46,4,9,850,,,81,6,11,1221,,,88,8,,,,,,,beatmania IIDX 23 copula,,かーる,https://remywiki.com/Acid_Pumper
Angelic Jelly,Angelic Jelly,t+pazolite,t+pazolite,t+pazolite,HAPPY で HARDCORE (HAPPY DE HARDCORE),200,1:58,,,,6,579,,,,,9,1058,,,,,11,1419,,,,,,,,,,,6,592,,,,,9,1019,,,,,11,1447,,,,,,,,,,,beatmania IIDX 23 copula / jubeat Qubell / SOUND VOLTEX III GRAVITY WARS,"DanceDanceRevolution A, jubeat plus / jubeat plus (Android) Qubell pack 13, MÚSECA 1+1/2, pop'n music éclale, REFLEC BEAT VOLZZA 2",Steins,https://remywiki.com/Angelic_Jelly
AO-1,AO-1,電龍,Denryu,Denryu,DANCE EXPRESS,195,1:47,,,,7,643,,,,,10,998,32,,,,12,1443,27,,,,,,,,,,7,671,,,,,10,1087,27,,,,12,1456,29,,,,,,,,,,beatmania IIDX 23 copula,,NAGI,https://remywiki.com/AO-1
Arcana,Arcana,Maozon,Maozon,Maozon,UPLIFTING TRANCE,143,1:54,,,,6,613,,,,,8,893,,,,,10,1150,,,15,,,,,,,,6,605,,,,,8,913,,,,,10,1172,,,15,,,,,,,,beatmania IIDX 23 copula,,MatsuTK (overlays by NAGI),https://remywiki.com/Arcana
Battle Train -IIDX Edition-,Battle Train -IIDX Edition-,Sota Fujimori,Sota Fujimori,Sota Fujimori,HARD DANCE,160,2:05,,,,4,454,,,,,10,1302,,,,,11,1687,,,,,,,,,,,6,714,,,,,9,1218,,,,,12,1949,,,,,,,,,,,beatmania IIDX 15 DJ TROOPERS CS,beatmania IIDX 23 copula,L.E.D.による「ネオコントラ」のプレイ動画,https://remywiki.com/Battle_Train_-IIDX_Edition-
Aublia,Aublia,onoken feat. ALIAKE,onoken,onoken,POST J-TRADITIONAL,156,2:11,,,,5,495,,,,,8,785,28,,,,11,1299,33,,,,,,,,,,5,513,,,,,8,836,28,,,,11,1262,33,,,,,,,,,,beatmania IIDX 23 copula,,"Ta-k, pam, nakasima(DRAWIZ,Inc.)",https://remywiki.com/Aublia
Blue Spring Express,Blue Spring Express,DJ Scratch & Bend,DJ Scratch & Bend,DJ Scratch & Bend,DREAM CORE,172,1:51,,,,7,664,,,,,10,1087,,,,,12,1728,,,,,,,,,,,6,585,,,,,10,1013,,,,,12,1602,,,,,,,,,,,beatmania IIDX 23 copula,REFLEC BEAT VOLZZA 2,NAGI,https://remywiki.com/Blue_Spring_Express
Central Station,Central Station,Recycle,Recycle,Recycle,FUTURE BASS,158,1:59,,,,5,527,,,,,8,803,,,,,10,1223,,,,,,,,,,,4,467,,,,,8,806,,,,,10,1285,,,,,,,,,,,beatmania IIDX 23 copula,,板垣聖一(IMAGICA) (overlays by Fukutomi WAVE),https://remywiki.com/Central_Station
chaos eater -IIDX edition-,Chaos eater,猫叉Master+,Naoyuki Sato,Naoyuki Sato,HARD STEP,210,1:52,,,,5,604,,,,,9,887,,,,,11,1328,,,,,,,,,,,7,683,,,,,9,905,,,,,12,1442,,,,,,,,,,,DanceDanceRevolution (2014),"beatmania IIDX 23 copula, GITADORA NEX+AGE",板垣聖一(IMAGICA) (overlays by かーる),https://remywiki.com/Chaos_eater
CODE:1 [revision1.0.1],CODE:1,HEXA,HEXA,HEXA,TECHNO,145,1:55,,,,5,497,,,,,9,887,,,,,12,1590,,,,,,,,,,,5,476,,,,,9,887,,,,,12,1685,,,,,,,,,,,REFLEC BEAT VOLZZA,"beatmania IIDX 23 copula, REFLEC BEAT plus MUSIC PACK 84",shiro,https://remywiki.com/CODE:1
Damage Per Second,Damage Per Second,Maozon,Maozon,Maozon,CYBER DRUMSTEP,177,1:58,,,,4,447,12,,,,7,718,12,,,,9,1024,16,,,,10,1153,18,,,,4,415,,,,,7,705,,,,,10,1056,16,,,,11,1238,18,,,,beatmania IIDX 23 copula,,HES,https://remywiki.com/Damage_Per_Second
Daily Lunch Special,Daily Lunch Special,Lucky Vacuum,Lucky Vacuum,Lucky Vacuum,LUCKY HARDCORE (ラッキーハードコア),205,2:11,,,,6,549,19,,,,9,1098,36,,,,11,1494,58,,,,,,,,,,6,554,19,,,,9,1102,42,,,,11,1622,89,,,,,,,,,,REFLEC BEAT colette -Winter-,"beatmania IIDX 23 copula, DanceDanceRevolution (2013), jubeat plus / jubeat plus (Android) saucer pack 09, jubeat saucer, jukebeat KONAMI music pack 33, pop'n music Sunny Park, REFLEC BEAT plus MUSIC PACK 37, REFLEC BEAT + KONAMI MUSIC PACK 32, ミライダガッキ FutureTomTom Ver.2, ポップンリズミン REFLEC BEATパック2",VJ GYO,https://remywiki.com/Daily_Lunch_Special
Derelict Star feat. Ryu*,Derelict Star feat. Ryu*,Remo-con,Remo-con,"Remo-con, Ryu*",HARD DANCE,150,2:00,,,,6,709,8,,,,9,977,8,,,,11,1336,16,,,,,,,,,,6,622,8,,,,10,1014,8,,,,11,1378,16,,,,,,,,,,beatmania IIDX 23 copula,,板垣聖一,https://remywiki.com/Derelict_Star_feat._Ryu*
Devil's Gear,Devil's Gear,DJ Myosuke,DJ Myosuke,DJ Myosuke,MAINSTREAM HARDCORE,180,2:12,,,,6,548,,,,,10,1152,,,,,12,1793,,,,,,,,,,,6,573,,,,,10,1163,,,,,12,1782,,,,,,,,,,,beatmania IIDX 23 copula,,NAGI,https://remywiki.com/Devil%27s_Gear
DIAMOND CROSSING,DIAMOND CROSSING,S-C-U vs L.E.D.,S-C-U/L.E.D.,S-C-U/L.E.D.,HARD ELECTRIC POP,180,1:52,,,,7,509,,,82,,10,916,,,91,,12,1585,,,95,,,,,,,,7,688,,,91,,10,979,,,103,,12,1681,,,131,,,,,,,,beatmania IIDX 23 copula,,murAta Yuzi (overlays by NAGI),https://remywiki.com/DIAMOND_CROSSING
do the thing feat. Kanae Asaba,Do the thing feat. Kanae Asaba,MK,MK,MK,EDM,135,2:05,,,,4,321,,,,,8,777,,,,,10,1171,,,,,,,,,,,5,323,,,,,8,741,,,,,10,1251,,,,,,,,,,,beatmania IIDX 23 copula,,Seventhgraphics,https://remywiki.com/Do_the_thing_feat._Kanae_Asaba
Donkey Donk,Donkey Donk,Ryu☆,Ryu☆,Ryu☆,DONK,155,2:07,,,,6,611,,,66,,9,892,,,84,,10,1150,,,108,,,,,,,,6,560,,,52,,9,976,,,85,,11,1154,,,126,,,,,,,,beatmania IIDX 23 copula,,Fukutomi WAVE,https://remywiki.com/Donkey_Donk
Dynamite,Dynamite (USAO),USAO,USAO,USAO,HYBRID TWERK,100,2:08,3,276,,7,610,48,,,,10,1246,30,,,,12,1953,61,25,,,,,,,,,7,775,48,5,,,10,1194,51,24,,,12,2098,57,24,,,,,,,,,beatmania IIDX 23 copula,,板垣聖一(IMAGICA) (overlays by GOLI),https://remywiki.com/Dynamite_(USAO)
Everlasting Last,Everlasting Last,HHH×MM×ST,Starving Trancer,Starving Trancer,J-DANCE POP,140,2:06,,,,4,427,,,,,8,836,,,,,10,1124,,,,,,,,,,,5,555,,,,,8,809,,,,,10,1237,,,,,,,,,,,beatmania IIDX 23 copula,,Kiyoshi Tanada(Motion Combat),https://remywiki.com/Everlasting_Last
Exchange Place,Exchange Place,Dirty Androids,Dirty Androids,Dirty Androids,FUTURE JERSEY,142,2:06,,,,4,388,,,,,7,646,,,,,9,903,,,,,,,,,,,4,408,,,,,7,629,,,,,9,907,,,,,,,,,,,beatmania IIDX 23 copula,,VJ GYO,https://remywiki.com/Exchange_Place
GENERATE feat.綾倉盟,GENERATE feat.Ayakura Mei,Masayoshi Minoshima,Masayoshi Minoshima,Masayoshi Minoshima,ELECTRONIC DANCE,145,2:05,,,,5,573,,,,,8,892,,,,,10,1182,,,,,,,,,,,5,566,,,,,8,941,,,,,10,1234,,,,,,,,,,,beatmania IIDX 23 copula,,lied (overlays by かーる),https://remywiki.com/GENERATE_feat.Ayakura_Mei
GET READY!!,GET READY!!,DJ Shimamura,DJ Shimamura,DJ Shimamura,HARDCORE RAVE,88-175,2:07,,,,6,543,,,,,9,840,12,,,,11,1365,26,1,,,,,,,,,6,552,,,,,9,818,12,,,,12,1510,20,,,,,,,,,,beatmania IIDX 23 copula,,yama_ko,https://remywiki.com/GET_READY!!
Glitch Nerds,Glitch Nerds,かめりあ,Camellia,Camellia,GAMER'S ELECTRO/COMPLEXTRO,140,2:02,,,,5,528,25,,,,8,734,24,,,,10,1149,24,,,,,,,,,,5,518,25,,,,9,956,23,1,,,11,1334,23,1,,,,,,,,,beatmania IIDX 23 copula,"jubeat plus / jubeat plus (Android) かめりあ pack, REFLEC BEAT plus かめりあ PACK",VJ GYO,https://remywiki.com/Glitch_Nerds
Go Faraway,Go Faraway,DJ Noriken feat. Yukacco,DJ Noriken,DJ Noriken,TRAPSTYLE,150,2:09,,,,5,520,,,,,7,766,,,,,10,1259,,,,,,,,,,,5,571,,,,,9,931,,,,,11,1363,,,,,,,,,,,beatmania IIDX 23 copula,,Seventhgraphics,https://remywiki.com/Go_Faraway
GOBBLE,GOBBLE,Kimitaka Matsumae,Kimitaka Matsumae,Kimitaka Matsumae,CANTERBURY&BEAT,160,1:32,,,,4,252,,,,,7,369,,,,,11,866,,,,,,,,,,,7,369,,,,,12,917,,,,,11,917,,,,,,,,,,,beatmania IIDX 4th style CS -new songs collection-,beatmania IIDX 23 copula,Yasi,https://remywiki.com/GOBBLE
Godspeed,Godspeed,dj TAKA xxx 猫叉Master xxx L.E.D.,"dj TAKA, Nekomata Master, L.E.D.","dj TAKA, Nekomata Master, L.E.D.",JOINT WORK,165,1:41,,,,7,545,,,40,,10,1002,,,40,,12,1631,,,40,,,,,,,,7,701,,,44,,10,1112,,,41,,12,1707,,,40,,,,,,,,beatmania IIDX 23 copula,,NAGI xxx かーる xxx へす子,https://remywiki.com/Godspeed
Grand Chariot,Grand Chariot,xi,xi,xi,HARD ART CORE,191,2:02,,,,7,588,3,,,,10,989,5,,,,12,1775,4,,,,,,,,,,7,620,4,,,,10,1035,7,,,,12,1866,7,,,,,,,,,,beatmania IIDX 23 copula / jubeat Qubell / SOUND VOLTEX III GRAVITY WARS,"DanceDanceRevolution A, jubeat plus / jubeat plus (Android) Qubell pack 7, MÚSECA 1+1/2, pop'n music éclale, REFLEC BEAT VOLZZA 2",Fukutomi WAVE,https://remywiki.com/Grand_Chariot
Highcharge Divolt,Highcharge Divolt,HuΣeR,Aritomo Hamada,Aritomo Hamada,BEMANIZED DIGITAL ROCK,200,1:55,,,,6,456,,,9,,10,889,,,32,,12,1421,,,39,,,,,,,,6,527,,,9,,10,863,,,33,,12,1431,,,38,,,,,,,,beatmania IIDX 23 copula,,NAGI,https://remywiki.com/Highcharge_Divolt
Inner Spirit,Inner Spirit,lapix,lapix,lapix,HiTECH FULLON,146,2:07,,,,5,446,,,,,9,985,,,,,11,1458,,,,,,,,,,,5,473,,,,,8,989,,,,,11,1550,,,,,,,,,,,beatmania IIDX 23 copula,,T田,https://remywiki.com/Inner_Spirit
Journey,Journey,猫叉Master,Naoyuki Sato,Naoyuki Sato,WORLD/ELECTRONICA,112,1:56,,,,3,351,,,,,6,639,,,,,9,950,,,,,,,,,,,4,353,,,,,7,728,,,,,9,1010,,,,,,,,,,,REFLEC BEAT VOLZZA,"beatmania IIDX 23 copula, REFLEC BEAT plus MUSIC PACK 85",VJ GYO,https://remywiki.com/Journey
Konzert V,Konzert V,Remo-con vs. dj TAKA,"Remo-con, PD, dj TAKA",Remo-con,JUNGLE CLASSIC,160,2:02,,,,6,653,,,,,10,1181,,,,,12,1710,,,,,,,,,,,7,669,,,,,10,1132,,,,,11,1559,,,,,,,,,,,beatmania IIDX 23 copula,,Seventhgraphics (overlays by VJ GYO),https://remywiki.com/Konzert_V
La dolce primavera,La dolce primavera,OSTER project,OSTER project,OSTER project,PRIMAVERA JAZZ WALTZ,220,1:48,,,,4,360,,,,,8,707,,,,,10,1098,6,,,,,,,,,,5,367,,,,,8,753,,,,,11,1291,6,,,,,,,,,,beatmania IIDX 23 copula,,F-FLY (overlays by NAGI),https://remywiki.com/La_dolce_primavera
M4K3 1T B0UNC3,M4K3 1T B0UNC3,kors k,kors k,kors k,HDM,150,1:59,,,,7,713,4,3,,,10,1082,40,4,,,12,1546,41,4,,,,,,,,,7,675,4,3,,,10,1062,40,4,,,12,1521,36,9,,,,,,,,,beatmania IIDX 23 copula,,ni-is,https://remywiki.com/M4K3_1T_B0UNC3
Musik LoverZ,Musik LoverZ,RoughSketch,RoughSketch,RoughSketch,HARDSTYLE,150,2:03,,,,5,539,,,,,7,722,,,,,10,1268,,,,,,,,,,,5,538,,,,,7,709,,,,,10,1155,,,,,,,,,,,beatmania IIDX 23 copula,,murAta Yuzi,https://remywiki.com/Musik_LoverZ
NANAIRO,NANAIRO,LIQU@。,96,96,METAL POPS,192,2:00,,,,5,536,,,,,9,935,,,,,10,1308,,,,,,,,,,,5,485,,,,,9,1000,,,,,10,1271,,,,,,,,,,,beatmania IIDX 23 copula,,Steins,https://remywiki.com/NANAIRO
Nightmare before oversleep,Nightmare before oversleep,猫叉Master,Naoyuki Sato,Naoyuki Sato,SORROW STEP,190,2:00,,,,7,605,,,,,10,988,,,,,12,1500,,,,,,,,,,,7,665,,,,,10,975,,,,,12,1580,,,,,,,,,,,beatmania IIDX 23 copula,,板垣聖一(IMAGICA) (overlays by かーる),https://remywiki.com/Nightmare_before_oversleep
NINJA IS DEAD IIDX ver.,NINJA IS DEAD IIDX ver.,P*Light,P*Light,P*Light,SHINOBI SPEED,111-222,1:54,,,,6,627,,,,,9,989,,,,,12,1520,,,,,,,,,,,6,622,,,,,9,954,,,,,12,1500,,,,,,,,,,,beatmania IIDX 23 copula,,shiro,https://remywiki.com/NINJA_IS_DEAD_IIDX_ver.
NO LIMIT -オレ達に限界は無い-,NO LIMIT -oretachi ni genkai wa nai-,SUPER STAR 満-MITSURU- vs. 伝説のダンサー マイク,SUPER STAR -MITSURU-,SUPER STAR -MITSURU-,ONLY ONE DANCE MUSIC,150,2:00,,,,4,420,,,,,6,631,,,,,10,1148,,,,,,,,,,,4,393,,,,,6,623,,,,,10,1017,,,,,,,,,,,beatmania IIDX 23 copula,,Fukutomi WAVE and VJ GYO,https://remywiki.com/NO_LIMIT_-oretachi_ni_genkai_wa_nai-
Nowhere,Nowhere,Nhato,Nhato,Nhato,ELECTRO TRANCE,140,2:03,,,,4,441,,,,,8,759,,,,,10,1100,,,,,,,,,,,5,488,,,,,9,818,,,,,11,1182,,,,,,,,,,,beatmania IIDX 23 copula,,Taiyo Yamamoto,https://remywiki.com/Nowhere
NZM,NZM,The 4th,The 4th,The 4th,END ROLL,190,2:03,,,,6,547,,,58,,9,831,,,62,,12,1783,,,135,,,,,,,,6,550,,,58,,10,1065,,,79,,12,1782,,,153,,,,,,,,beatmania IIDX 23 copula,,"NAGI, かーる, へす子",https://remywiki.com/NZM
On the FM,On the FM,C-Show,C-Show,C-Show,RADIO SHOWCASE,200,1:43,,,,6,573,1,,,,8,821,,2,,,11,1419,2,2,,,,,,,,,6,627,1,,,,8,814,,2,,,11,1249,4,,,,,,,,,,beatmania IIDX 23 copula,,VJ GYO (overlays by NAGI),https://remywiki.com/On_the_FM
Outbreak,Outbreak,USAO,USAO,USAO,FRENCHCORE,195,1:59,,,,6,675,,,,,9,933,,,,,11,1523,,,,,,,,,,,6,658,,,,,10,914,,,,,12,1548,,,,,,,,,,,beatmania IIDX 23 copula,,板垣聖一(IMAGICA) (overlays by GOLI),https://remywiki.com/Outbreak
OUTER LIMITS ALTERNATIVE,OUTER LIMITS ALTERNATIVE,L.E.D.-G,L.E.D.-G,L.E.D.-G,HARDCORE,175,2:14,,,,5,600,,,,,8,885,,,,,10,1363,,,,,,,,,,,5,569,,,,,8,863,,,,,11,1431,,,,,,,,,,,beatmania IIDX 13 DistorteD CS,beatmania IIDX 23 copula,VJ GYO,https://remywiki.com/OUTER_LIMITS_ALTERNATIVE
POSSESSION,POSSESSION,TAG underground,TAG,TAG,PSYCHIC FLASH,23-185,1:51,3,272,,7,701,9,,,,10,1105,9,,,,12,1521,6,,,,,,,,,,7,708,9,,,,10,1167,9,,,,12,1711,8,,,,,,,,,,DanceDanceRevolution X2,"beatmania IIDX 23 copula, jubeat festo, REFLEC BEAT 悠久のリフレシア",?,https://remywiki.com/POSSESSION
quick master (reform version),Quick master (reform version),youhei shimizu,youhei shimizu,youhei shimizu,J-TEKNO,145,1:29,,,,1,80,,,,,3,178,,,,,5,264,,,,,,,,,,,1,128,,,,,5,225,,,,,6,312,,,,,,,,,,,beatmania completeMIX,"beatmania IIDX 15 DJ TROOPERS CS, beatmania IIDX 23 copula, beatmania III","MZD FIRE-FLY (beatmania), VJ GYO (beatmania IIDX)",https://remywiki.com/Quick_master_(reform_version)
refrain,Refrain,dj TAKA feat.AiMEE,dj TAKA,dj TAKA,TRANCE,158,1:55,,,,6,622,,,,,10,1208,,,,,12,1857,,,,,,,,,,,6,633,,,,,10,1094,,,,,12,1856,,,,,,,,,,,REFLEC BEAT groovin'!!,"beatmania IIDX 23 copula, REFLEC BEAT plus MUSIC PACK 71",Seventhgraphics (overlays by ヒゲタカ),https://remywiki.com/Refrain
Rock It,Rock It,Hommarju,Hommarju,Hommarju,HARDCORE,170,1:59,,,,5,590,,,,,8,859,,,,,11,1500,,,,,,,,,,,5,569,,,,,9,931,,,,,11,1556,,,,,,,,,,,beatmania IIDX 23 copula,,XTC (overlays by HES),https://remywiki.com/Rock_It
Routing,Routing,かめりあ,Camellia,Camellia,JAZZY-ELECTRO,144,2:03,,,,6,482,,,,,9,860,,,,,11,1323,,,,,,,,,,,7,575,,,,,9,918,,,,,11,1285,,,,,,,,,,,beatmania IIDX 23 copula,beatmania IIDX 22 PENDUAL,nasu,https://remywiki.com/Routing
SEITEN NO TERIYAKI,SEITEN NO TERIYAKI,Kobaryo,Kobaryo,Kobaryo,CHAOTIC SPEEDCORE,273,1:52,,,,4,374,,,,,7,661,,,,,11,1163,,,,,,,,,,,4,375,,,,,7,624,,,,,11,1128,,,,,,,,,,,REFLEC BEAT VOLZZA,beatmania IIDX 23 copula,Stain,https://remywiki.com/SEITEN_NO_TERIYAKI
Sephirot,Sephirot,SHIKI,SHIKI,SHIKI,TRANCE,154,2:01,,,,5,485,,,,,8,848,,,,,10,1193,,,,,,,,,,,5,483,,,,,8,842,,,,,10,1161,,,,,,,,,,,beatmania IIDX 23 copula / jubeat Qubell / SOUND VOLTEX III GRAVITY WARS,"DanceDanceRevolution A, jubeat plus / jubeat plus (Android) Qubell pack 11, MÚSECA 1+1/2, pop'n music éclale, REFLEC BEAT VOLZZA 2",Seventhgraphics,https://remywiki.com/Sephirot
Set U Free feat. Kanae Asaba,Set U Free feat. Kanae Asaba,Y&Co.,Y&Co.,Y&Co.,HARD TRANCE,140,2:04,,,,4,478,,,,,8,812,,,,,10,1290,,,,,,,,,,,4,476,,,,,8,802,,,,,11,1433,,,,,,,,,,,beatmania IIDX 23 copula,,MatsuTK,https://remywiki.com/Set_U_Free_feat._Kanae_Asaba
SHELTER OF THE MIND,SHELTER OF THE MIND,YURiCa/花たん,T.Kakuta,T.Kakuta,ROCKIN'DRUM&BASS,185,2:18,,,,6,722,,,,,9,1020,,,,,11,1538,,,,,,,,,,,6,645,,,,,9,1037,,,,,11,1484,,,,,,,,,,,beatmania IIDX 23 copula,,板垣聖一 (overlays by GOLI),https://remywiki.com/SHELTER_OF_THE_MIND
STARLiGHT,STARLiGHT,星龍,Seiryu,Seiryu,DANCE SPEED GOLD,199,2:05,,,,5,482,,,,,9,944,,,,,11,1413,,,,,,,,,,,5,535,,,,,9,954,,,,,11,1481,,,,,,,,,,,beatmania IIDX 23 copula,,VJ GYO,https://remywiki.com/STARLiGHT
STARLIGHT DANCEHALL,STARLIGHT DANCEHALL,P*Light,P*Light,P*Light,HAPPY EMOTION,177,1:59,,,,6,648,,,,,9,939,,,,,11,1342,,,,,12,1712,,,,,7,705,,,,,9,1007,,,,,11,1435,,,,,12,1814,,,,,beatmania IIDX 23 copula,,TOHRU MiTSUHASHi,https://remywiki.com/STARLIGHT_DANCEHALL
StrayedCatz,StrayedCatz,削除,Sakuzyo,Sakuzyo,FANTASY,303,2:02,,,,6,557,,,,,10,1052,,,,,12,1490,,,,,,,,,,,6,515,,,,,9,831,,,,,12,1376,,,,,,,,,,,beatmania IIDX 23 copula / jubeat Qubell / SOUND VOLTEX III GRAVITY WARS,"DanceDanceRevolution A, jubeat plus / jubeat plus (Android) Qubell pack 9, MÚSECA 1+1/2, pop'n music éclale, REFLEC BEAT VOLZZA 2",F-FLY,https://remywiki.com/StrayedCatz
Super Duper Racers,Super Duper Racers,kors k & Numb'n'dub,kors k & Numb'n'dub,kors k,HARDCORE,170,1:59,,,,4,480,,,,,8,821,,,,,10,1199,,,,,,,,,,,5,499,,,,,8,830,,,,,10,1200,,,,,,,,,,,REFLEC BEAT groovin'!! Upper,"beatmania IIDX 23 copula, REFLEC BEAT plus MUSIC PACK 76",板垣聖一,https://remywiki.com/Super_Duper_Racers
SURVIVOR,SURVIVOR,SOUND HOLIC Vs. ZYTOKINE feat. Nana Takahashi,Nana Takahashi,Linjin,GRAVITY POP,150,2:07,,,,4,363,,,,,7,658,,,,,9,1014,,,,,,,,,,,5,494,,,,,7,703,,,,,10,1135,,,,,,,,,,,beatmania IIDX 23 copula,,NATSU,https://remywiki.com/SURVIVOR
Tori-no-kimochi,Tori-no-kimochi,猫叉Master+,Naoyuki Sato,Naoyuki Sato,WORLD/ELECTRONICA,132,2:13,,,,1,133,,,,,6,662,,,,,10,1030,,,,,,,,,,,3,310,,,,,7,730,,,,,11,1030,,,,,,,,,,,beatmania IIDX 16 EMPRESS + PREMIUM BEST,beatmania IIDX 23 copula,F-FLY,https://remywiki.com/Tori-no-kimochi
Transport,Transport,Sota Fujimori,Sota Fujimori,Sota Fujimori,TECH-TRANCE,147,2:12,,,,5,522,,4,,,7,771,,4,,,10,1091,,6,,,,,,,,,5,481,,4,,,7,776,,4,,,10,1049,,6,,,,,,,,,beatmania IIDX 23 copula,,Taiyo Yamamoto,https://remywiki.com/Transport
Triple Counter,Triple Counter,DJ YOSHITAKA meets dj TAKA,"Konami Amusement (DJ YOSHITAKA, dj TAKA)","Konami Amusement (DJ YOSHITAKA, dj TAKA)",RISK + VACUUM,216,2:02,,,,7,716,17,,,,10,1145,26,,,,12,2016,47,,,,,,,,,,7,711,18,,,,10,1193,35,,,,12,1997,44,,,,,,,,,,beatmania IIDX 23 copula / jubeat Qubell / SOUND VOLTEX III GRAVITY WARS,"DanceDanceRevolution A, MÚSECA 1+1/2, pop'n music éclale, REFLEC BEAT VOLZZA 2",KINRUI,https://remywiki.com/Triple_Counter
